[7] (0.954954954954955 318)
[9] (0.9159159159159159 305)
[29] (0.996996996996997 332)
[34] (0.9429429429429429 314)
[36] (0.972972972972973 324)
[40] (0.993993993993994 331)
[48] (0.93993993993994 313)
[52] (1.0 333)
[56] (0.948948948948949 316)
[58] (1.0 333)
[60] (0.984984984984985 328)
[62] (0.9519519519519519 317)
[66] (0.9219219219219219 307)
[34, 36] (0.9159159159159159 305)
[36, 48] (0.9369369369369369 312)
[56, 60] (0.933933933933934 311)
[7, 34] (0.9069069069069069 302)
[40, 52] (0.993993993993994 331)
[7, 62] (0.9069069069069069 302)
[29, 36] (0.96996996996997 323)
[36, 58] (0.972972972972973 324)
[58, 60] (0.984984984984985 328)
[36, 40] (0.9669669669669669 322)
[52, 58] (1.0 333)
[7, 58] (0.954954954954955 318)
[29, 58] (0.996996996996997 332)
[60, 62] (0.9369369369369369 312)
[34, 60] (0.9309309309309309 310)
[29, 48] (0.9369369369369369 312)
[36, 60] (0.9579579579579579 319)
[29, 60] (0.984984984984985 328)
[48, 52] (0.93993993993994 313)
[40, 60] (0.978978978978979 326)
[56, 58] (0.948948948948949 316)
[29, 40] (0.990990990990991 330)
[34, 40] (0.9369369369369369 312)
[40, 56] (0.9429429429429429 314)
[7, 40] (0.948948948948949 316)
[34, 58] (0.9429429429429429 314)
[52, 60] (0.984984984984985 328)
[9, 52] (0.9159159159159159 305)
[52, 66] (0.9219219219219219 307)
[56, 62] (0.918918918918919 306)
[7, 36] (0.9279279279279279 309)
[52, 56] (0.948948948948949 316)
[58, 62] (0.9519519519519519 317)
[60, 66] (0.9219219219219219 307)
[36, 52] (0.972972972972973 324)
[29, 34] (0.9429429429429429 314)
[9, 60] (0.9039039039039038 301)
[7, 60] (0.9429429429429429 314)
[7, 56] (0.9099099099099099 303)
[36, 56] (0.9219219219219219 307)
[40, 62] (0.9519519519519519 317)
[9, 29] (0.9129129129129129 304)
[29, 62] (0.948948948948949 316)
[40, 66] (0.9159159159159159 305)
[40, 48] (0.933933933933934 311)
[40, 58] (0.993993993993994 331)
[9, 58] (0.9159159159159159 305)
[29, 56] (0.9459459459459459 315)
[48, 60] (0.9309309309309309 310)
[36, 62] (0.924924924924925 308)
[29, 66] (0.9219219219219219 307)
[58, 66] (0.9219219219219219 307)
[9, 40] (0.9099099099099099 303)
[48, 58] (0.93993993993994 313)
[52, 62] (0.9519519519519519 317)
[29, 52] (0.996996996996997 332)
[34, 52] (0.9429429429429429 314)
[7, 29] (0.954954954954955 318)
[7, 52] (0.954954954954955 318)
[29, 34, 40] (0.9369369369369369 312)
[40, 52, 58] (0.993993993993994 331)
[9, 29, 58] (0.9129129129129129 304)
[48, 52, 58] (0.93993993993994 313)
[7, 52, 58] (0.954954954954955 318)
[29, 34, 36] (0.9159159159159159 305)
[36, 56, 60] (0.9069069069069069 302)
[29, 40, 56] (0.93993993993994 313)
[7, 36, 52] (0.9279279279279279 309)
[40, 52, 56] (0.9429429429429429 314)
[7, 29, 58] (0.954954954954955 318)
[48, 58, 60] (0.9309309309309309 310)
[29, 56, 62] (0.9159159159159159 305)
[56, 58, 60] (0.933933933933934 311)
[29, 60, 62] (0.9369369369369369 312)
[7, 34, 58] (0.9069069069069069 302)
[52, 58, 62] (0.9519519519519519 317)
[29, 40, 66] (0.9159159159159159 305)
[9, 52, 60] (0.9039039039039038 301)
[40, 58, 66] (0.9159159159159159 305)
[52, 58, 60] (0.984984984984985 328)
[40, 52, 60] (0.978978978978979 326)
[29, 34, 60] (0.9309309309309309 310)
[29, 36, 52] (0.96996996996997 323)
[7, 40, 60] (0.9369369369369369 312)
[7, 36, 60] (0.9159159159159159 305)
[9, 40, 58] (0.9099099099099099 303)
[36, 40, 60] (0.9519519519519519 317)
[29, 52, 60] (0.984984984984985 328)
[7, 29, 60] (0.9429429429429429 314)
[36, 52, 60] (0.9579579579579579 319)
[34, 40, 60] (0.924924924924925 308)
[52, 56, 62] (0.918918918918919 306)
[52, 56, 60] (0.933933933933934 311)
[34, 36, 52] (0.9159159159159159 305)
[36, 48, 58] (0.9369369369369369 312)
[7, 29, 40] (0.948948948948949 316)
[58, 60, 62] (0.9369369369369369 312)
[29, 40, 52] (0.990990990990991 330)
[36, 52, 62] (0.924924924924925 308)
[36, 40, 62] (0.924924924924925 308)
[29, 36, 40] (0.963963963963964 321)
[29, 48, 52] (0.9369369369369369 312)
[7, 29, 52] (0.954954954954955 318)
[40, 56, 60] (0.9279279279279279 309)
[29, 60, 66] (0.9219219219219219 307)
[7, 29, 62] (0.9069069069069069 302)
[40, 60, 62] (0.9369369369369369 312)
[40, 58, 60] (0.978978978978979 326)
[52, 58, 66] (0.9219219219219219 307)
[36, 48, 52] (0.9369369369369369 312)
[48, 52, 60] (0.9309309309309309 310)
[36, 58, 62] (0.924924924924925 308)
[29, 36, 56] (0.918918918918919 306)
[58, 60, 66] (0.9219219219219219 307)
[29, 58, 62] (0.948948948948949 316)
[40, 58, 62] (0.9519519519519519 317)
[29, 36, 62] (0.9219219219219219 307)
[9, 29, 60] (0.9039039039039038 301)
[29, 48, 60] (0.9309309309309309 310)
[7, 52, 60] (0.9429429429429429 314)
[29, 56, 58] (0.9459459459459459 315)
[36, 40, 48] (0.9309309309309309 310)
[7, 56, 58] (0.9099099099099099 303)
[52, 60, 62] (0.9369369369369369 312)
[40, 52, 62] (0.9519519519519519 317)
[29, 52, 58] (0.996996996996997 332)
[29, 58, 60] (0.984984984984985 328)
[7, 40, 62] (0.9069069069069069 302)
[36, 56, 58] (0.9219219219219219 307)
[56, 60, 62] (0.9039039039039038 301)
[34, 52, 60] (0.9309309309309309 310)
[7, 40, 52] (0.948948948948949 316)
[7, 29, 52, 62] (0.9069069069069069 302)
[7, 29, 40, 52] (0.948948948948949 316)
[7, 40, 58, 62] (0.9069069069069069 302)
[9, 52, 58, 60] (0.9039039039039038 301)
[36, 48, 52, 58] (0.9369369369369369 312)
[7, 52, 56, 58] (0.9099099099099099 303)
[7, 36, 40, 60] (0.9099099099099099 303)
[40, 52, 58, 60] (0.978978978978979 326)
[29, 52, 60, 66] (0.9219219219219219 307)
[29, 56, 58, 60] (0.933933933933934 311)
[34, 40, 52, 60] (0.924924924924925 308)
[29, 36, 52, 60] (0.9579579579579579 319)
[29, 36, 40, 60] (0.9519519519519519 317)
[29, 40, 56, 60] (0.9279279279279279 309)
[9, 29, 52, 58] (0.9129129129129129 304)
[40, 52, 58, 62] (0.9519519519519519 317)
[7, 40, 58, 60] (0.9369369369369369 312)
[29, 40, 48, 58] (0.9309309309309309 310)
[29, 36, 60, 62] (0.9099099099099099 303)
[29, 56, 58, 62] (0.9159159159159159 305)
[29, 34, 58, 60] (0.9309309309309309 310)
[29, 40, 60, 66] (0.9159159159159159 305)
[7, 34, 40, 58] (0.9009009009009009 300)
[29, 36, 56, 58] (0.918918918918919 306)
[7, 34, 52, 58] (0.9069069069069069 302)
[29, 40, 52, 58] (0.990990990990991 330)
[7, 29, 40, 56] (0.9039039039039038 301)
[7, 29, 40, 62] (0.9069069069069069 302)
[36, 48, 58, 60] (0.9279279279279279 309)
[29, 52, 60, 62] (0.9369369369369369 312)
[7, 29, 52, 60] (0.9429429429429429 314)
[7, 36, 40, 52] (0.9219219219219219 307)
[29, 34, 52, 58] (0.9429429429429429 314)
[29, 40, 60, 62] (0.9369369369369369 312)
[29, 36, 52, 56] (0.918918918918919 306)
[36, 40, 60, 62] (0.9099099099099099 303)
[29, 36, 40, 62] (0.9219219219219219 307)
[29, 36, 40, 52] (0.963963963963964 321)
[29, 52, 56, 58] (0.9459459459459459 315)
[40, 48, 52, 60] (0.924924924924925 308)
[29, 40, 56, 62] (0.9159159159159159 305)
[29, 36, 58, 62] (0.9219219219219219 307)
[52, 58, 60, 62] (0.9369369369369369 312)
[29, 56, 60, 62] (0.9039039039039038 301)
[29, 52, 58, 62] (0.948948948948949 316)
[40, 52, 60, 66] (0.9159159159159159 305)
[34, 36, 52, 60] (0.9039039039039038 301)
[7, 29, 34, 40] (0.9009009009009009 300)
[52, 56, 58, 62] (0.918918918918919 306)
[29, 36, 58, 60] (0.9579579579579579 319)
[40, 52, 56, 62] (0.918918918918919 306)
[29, 52, 56, 60] (0.933933933933934 311)
[29, 34, 40, 60] (0.924924924924925 308)
[29, 48, 52, 60] (0.9309309309309309 310)
[29, 36, 40, 56] (0.9129129129129129 304)
[29, 52, 58, 60] (0.984984984984985 328)
[7, 29, 52, 58] (0.954954954954955 318)
[7, 29, 40, 58] (0.948948948948949 316)
[52, 56, 60, 62] (0.9039039039039038 301)
[52, 56, 58, 60] (0.933933933933934 311)
[7, 36, 52, 58] (0.9279279279279279 309)
[36, 40, 48, 60] (0.9219219219219219 307)
[40, 52, 56, 60] (0.9279279279279279 309)
[7, 52, 58, 60] (0.9429429429429429 314)
[34, 40, 58, 60] (0.924924924924925 308)
[52, 58, 60, 66] (0.9219219219219219 307)
[29, 36, 40, 58] (0.963963963963964 321)
[7, 29, 52, 56] (0.9099099099099099 303)
[9, 29, 40, 52] (0.9069069069069069 302)
[36, 40, 56, 58] (0.9159159159159159 305)
[29, 52, 56, 62] (0.9159159159159159 305)
[7, 40, 52, 60] (0.9369369369369369 312)
[40, 52, 60, 62] (0.9369369369369369 312)
[40, 52, 56, 58] (0.9429429429429429 314)
[29, 36, 48, 58] (0.933933933933934 311)
[36, 56, 58, 60] (0.9069069069069069 302)
[34, 52, 58, 60] (0.9309309309309309 310)
[40, 48, 58, 60] (0.924924924924925 308)
[9, 29, 58, 60] (0.9039039039039038 301)
[7, 52, 58, 62] (0.9069069069069069 302)
[29, 36, 52, 62] (0.9219219219219219 307)
[7, 29, 34, 52] (0.9069069069069069 302)
[29, 34, 52, 60] (0.9309309309309309 310)
[7, 29, 56, 58] (0.9099099099099099 303)
[48, 52, 58, 60] (0.9309309309309309 310)
[36, 40, 52, 56] (0.9159159159159159 305)
[40, 48, 52, 58] (0.933933933933934 311)
[29, 34, 36, 58] (0.9159159159159159 305)
[29, 40, 52, 60] (0.978978978978979 326)
[40, 58, 60, 66] (0.9159159159159159 305)
[7, 29, 58, 60] (0.9429429429429429 314)
[29, 48, 58, 60] (0.9309309309309309 310)
[7, 29, 58, 62] (0.9069069069069069 302)
[34, 36, 52, 58] (0.9159159159159159 305)
[29, 34, 40, 52] (0.9369369369369369 312)
[7, 29, 34, 58] (0.9069069069069069 302)
[56, 58, 60, 62] (0.9039039039039038 301)
[36, 52, 58, 60] (0.9579579579579579 319)
[9, 29, 40, 58] (0.9069069069069069 302)
[7, 40, 52, 56] (0.9039039039039038 301)
[7, 29, 36, 40] (0.9219219219219219 307)
[29, 40, 58, 66] (0.9159159159159159 305)
[29, 36, 48, 60] (0.9279279279279279 309)
[29, 52, 58, 66] (0.9219219219219219 307)
[29, 34, 36, 40] (0.9099099099099099 303)
[36, 52, 60, 62] (0.9099099099099099 303)
[36, 52, 58, 62] (0.924924924924925 308)
[29, 36, 48, 52] (0.933933933933934 311)
[7, 36, 58, 60] (0.9159159159159159 305)
[7, 29, 36, 52] (0.9279279279279279 309)
[29, 58, 60, 66] (0.9219219219219219 307)
[36, 40, 52, 58] (0.9669669669669669 322)
[29, 34, 36, 52] (0.9159159159159159 305)
[29, 40, 48, 52] (0.9309309309309309 310)
[29, 40, 58, 62] (0.948948948948949 316)
[9, 29, 52, 60] (0.9039039039039038 301)
[9, 40, 52, 58] (0.9099099099099099 303)
[40, 56, 58, 62] (0.918918918918919 306)
[36, 48, 52, 60] (0.9279279279279279 309)
[36, 40, 52, 62] (0.924924924924925 308)
[29, 36, 52, 58] (0.96996996996997 323)
[36, 52, 56, 60] (0.9069069069069069 302)
[36, 40, 56, 60] (0.9009009009009009 300)
[29, 40, 58, 60] (0.978978978978979 326)
[34, 40, 52, 58] (0.9369369369369369 312)
[36, 58, 60, 62] (0.9099099099099099 303)
[29, 58, 60, 62] (0.9369369369369369 312)
[40, 56, 58, 60] (0.9279279279279279 309)
[7, 40, 52, 58] (0.948948948948949 316)
[34, 36, 40, 52] (0.9099099099099099 303)
[36, 40, 48, 58] (0.9309309309309309 310)
[29, 40, 52, 66] (0.9159159159159159 305)
[29, 40, 52, 56] (0.93993993993994 313)
[7, 29, 36, 58] (0.9279279279279279 309)
[7, 34, 40, 52] (0.9009009009009009 300)
[29, 34, 40, 58] (0.9369369369369369 312)
[29, 34, 36, 60] (0.9039039039039038 301)
[7, 36, 52, 60] (0.9159159159159159 305)
[7, 40, 56, 58] (0.9039039039039038 301)
[34, 36, 40, 58] (0.9099099099099099 303)
[7, 29, 36, 60] (0.9159159159159159 305)
[36, 40, 48, 52] (0.9309309309309309 310)
[7, 40, 52, 62] (0.9069069069069069 302)
[36, 40, 58, 60] (0.9519519519519519 317)
[40, 56, 60, 62] (0.9039039039039038 301)
[7, 29, 40, 60] (0.9369369369369369 312)
[29, 36, 56, 60] (0.9069069069069069 302)
[40, 58, 60, 62] (0.9369369369369369 312)
[40, 52, 58, 66] (0.9159159159159159 305)
[29, 40, 48, 60] (0.924924924924925 308)
[29, 48, 52, 58] (0.9369369369369369 312)
[36, 40, 52, 60] (0.9519519519519519 317)
[34, 36, 58, 60] (0.9039039039039038 301)
[29, 36, 40, 48] (0.9279279279279279 309)
[36, 40, 58, 62] (0.924924924924925 308)
[7, 36, 40, 58] (0.9219219219219219 307)
[29, 40, 56, 58] (0.93993993993994 313)
[29, 40, 52, 62] (0.948948948948949 316)
[36, 52, 56, 58] (0.9219219219219219 307)
[29, 36, 40, 60, 62] (0.9099099099099099 303)
[29, 36, 52, 56, 60] (0.9069069069069069 302)
[29, 36, 40, 52, 60] (0.9519519519519519 317)
[29, 36, 40, 56, 58] (0.9129129129129129 304)
[7, 29, 34, 52, 58] (0.9069069069069069 302)
[29, 36, 48, 52, 58] (0.933933933933934 311)
[7, 29, 40, 52, 62] (0.9069069069069069 302)
[7, 29, 36, 52, 60] (0.9159159159159159 305)
[29, 36, 58, 60, 62] (0.9099099099099099 303)
[29, 40, 58, 60, 62] (0.9369369369369369 312)
[29, 34, 36, 40, 58] (0.9099099099099099 303)
[7, 29, 34, 40, 52] (0.9009009009009009 300)
[36, 40, 48, 52, 58] (0.9309309309309309 310)
[29, 36, 52, 58, 62] (0.9219219219219219 307)
[29, 40, 52, 56, 58] (0.93993993993994 313)
[7, 29, 40, 58, 60] (0.9369369369369369 312)
[34, 36, 52, 58, 60] (0.9039039039039038 301)
[29, 34, 36, 40, 52] (0.9099099099099099 303)
[7, 29, 36, 40, 58] (0.9219219219219219 307)
[29, 52, 56, 58, 62] (0.9159159159159159 305)
[7, 29, 40, 52, 56] (0.9039039039039038 301)
[7, 29, 40, 58, 62] (0.9069069069069069 302)
[29, 36, 52, 58, 60] (0.9579579579579579 319)
[29, 40, 56, 60, 62] (0.9039039039039038 301)
[29, 36, 40, 52, 62] (0.9219219219219219 307)
[29, 36, 40, 48, 58] (0.9279279279279279 309)
[29, 52, 56, 58, 60] (0.933933933933934 311)
[29, 40, 52, 58, 66] (0.9159159159159159 305)
[36, 40, 52, 56, 60] (0.9009009009009009 300)
[7, 34, 40, 52, 58] (0.9009009009009009 300)
[29, 40, 56, 58, 60] (0.9279279279279279 309)
[29, 40, 52, 60, 62] (0.9369369369369369 312)
[36, 48, 52, 58, 60] (0.9279279279279279 309)
[29, 40, 52, 56, 60] (0.9279279279279279 309)
[7, 29, 36, 40, 60] (0.9099099099099099 303)
[7, 40, 52, 56, 58] (0.9039039039039038 301)
[7, 29, 34, 40, 58] (0.9009009009009009 300)
[29, 40, 56, 58, 62] (0.9159159159159159 305)
[29, 34, 40, 52, 58] (0.9369369369369369 312)
[40, 52, 56, 60, 62] (0.9039039039039038 301)
[29, 36, 40, 52, 56] (0.9129129129129129 304)
[29, 34, 36, 52, 60] (0.9039039039039038 301)
[29, 52, 56, 60, 62] (0.9039039039039038 301)
[29, 34, 52, 58, 60] (0.9309309309309309 310)
[40, 52, 56, 58, 60] (0.9279279279279279 309)
[29, 36, 48, 58, 60] (0.9279279279279279 309)
[29, 40, 52, 60, 66] (0.9159159159159159 305)
[36, 40, 56, 58, 60] (0.9009009009009009 300)
[7, 29, 52, 56, 58] (0.9099099099099099 303)
[29, 34, 40, 52, 60] (0.924924924924925 308)
[29, 40, 48, 52, 60] (0.924924924924925 308)
[7, 29, 40, 52, 60] (0.9369369369369369 312)
[29, 36, 40, 52, 58] (0.963963963963964 321)
[29, 40, 52, 56, 62] (0.9159159159159159 305)
[40, 52, 56, 58, 62] (0.918918918918919 306)
[34, 40, 52, 58, 60] (0.924924924924925 308)
[7, 29, 36, 40, 52] (0.9219219219219219 307)
[29, 40, 58, 60, 66] (0.9159159159159159 305)
[36, 52, 56, 58, 60] (0.9069069069069069 302)
[40, 56, 58, 60, 62] (0.9039039039039038 301)
[36, 40, 52, 56, 58] (0.9159159159159159 305)
[29, 36, 56, 58, 60] (0.9069069069069069 302)
[29, 36, 52, 60, 62] (0.9099099099099099 303)
[29, 36, 40, 58, 60] (0.9519519519519519 317)
[9, 29, 40, 52, 58] (0.9069069069069069 302)
[40, 52, 58, 60, 62] (0.9369369369369369 312)
[29, 56, 58, 60, 62] (0.9039039039039038 301)
[29, 36, 40, 48, 60] (0.9219219219219219 307)
[7, 29, 36, 58, 60] (0.9159159159159159 305)
[29, 34, 36, 52, 58] (0.9159159159159159 305)
[29, 52, 58, 60, 62] (0.9369369369369369 312)
[29, 36, 40, 58, 62] (0.9219219219219219 307)
[7, 36, 40, 52, 60] (0.9099099099099099 303)
[7, 36, 52, 58, 60] (0.9159159159159159 305)
[7, 36, 40, 58, 60] (0.9099099099099099 303)
[29, 48, 52, 58, 60] (0.9309309309309309 310)
[7, 29, 36, 52, 58] (0.9279279279279279 309)
[29, 36, 40, 56, 60] (0.9009009009009009 300)
[29, 52, 58, 60, 66] (0.9219219219219219 307)
[29, 36, 52, 56, 58] (0.918918918918919 306)
[29, 34, 36, 58, 60] (0.9039039039039038 301)
[29, 40, 52, 58, 60] (0.978978978978979 326)
[7, 29, 40, 56, 58] (0.9039039039039038 301)
[36, 40, 52, 58, 62] (0.924924924924925 308)
[29, 40, 48, 52, 58] (0.9309309309309309 310)
[34, 36, 40, 52, 58] (0.9099099099099099 303)
[36, 40, 52, 60, 62] (0.9099099099099099 303)
[29, 40, 52, 58, 62] (0.948948948948949 316)
[36, 40, 52, 58, 60] (0.9519519519519519 317)
[7, 29, 40, 52, 58] (0.948948948948949 316)
[9, 29, 52, 58, 60] (0.9039039039039038 301)
[7, 40, 52, 58, 62] (0.9069069069069069 302)
[29, 36, 48, 52, 60] (0.9279279279279279 309)
[40, 52, 58, 60, 66] (0.9159159159159159 305)
[29, 36, 40, 48, 52] (0.9279279279279279 309)
[7, 29, 52, 58, 60] (0.9429429429429429 314)
[52, 56, 58, 60, 62] (0.9039039039039038 301)
[36, 52, 58, 60, 62] (0.9099099099099099 303)
[36, 40, 58, 60, 62] (0.9099099099099099 303)
[36, 40, 48, 52, 60] (0.9219219219219219 307)
[7, 40, 52, 58, 60] (0.9369369369369369 312)
[29, 40, 48, 58, 60] (0.924924924924925 308)
[29, 34, 40, 58, 60] (0.924924924924925 308)
[7, 36, 40, 52, 58] (0.9219219219219219 307)
[36, 40, 48, 58, 60] (0.9219219219219219 307)
[7, 29, 52, 58, 62] (0.9069069069069069 302)
[40, 48, 52, 58, 60] (0.924924924924925 308)
[29, 52, 56, 58, 60, 62] (0.9039039039039038 301)
[29, 36, 40, 48, 52, 60] (0.9219219219219219 307)
[29, 36, 40, 48, 52, 58] (0.9279279279279279 309)
[29, 36, 40, 58, 60, 62] (0.9099099099099099 303)
[29, 34, 36, 52, 58, 60] (0.9039039039039038 301)
[29, 36, 40, 52, 58, 60] (0.9519519519519519 317)
[7, 29, 40, 52, 56, 58] (0.9039039039039038 301)
[29, 40, 56, 58, 60, 62] (0.9039039039039038 301)
[7, 29, 36, 52, 58, 60] (0.9159159159159159 305)
[29, 36, 40, 52, 56, 58] (0.9129129129129129 304)
[29, 40, 52, 58, 60, 66] (0.9159159159159159 305)
[29, 36, 48, 52, 58, 60] (0.9279279279279279 309)
[7, 29, 40, 52, 58, 60] (0.9369369369369369 312)
[29, 36, 40, 52, 58, 62] (0.9219219219219219 307)
[29, 40, 48, 52, 58, 60] (0.924924924924925 308)
[7, 36, 40, 52, 58, 60] (0.9099099099099099 303)
[29, 36, 52, 56, 58, 60] (0.9069069069069069 302)
[29, 36, 40, 48, 58, 60] (0.9219219219219219 307)
[7, 29, 40, 52, 58, 62] (0.9069069069069069 302)
[36, 40, 52, 56, 58, 60] (0.9009009009009009 300)
[29, 36, 52, 58, 60, 62] (0.9099099099099099 303)
[7, 29, 36, 40, 58, 60] (0.9099099099099099 303)
[29, 36, 40, 56, 58, 60] (0.9009009009009009 300)
[29, 40, 52, 58, 60, 62] (0.9369369369369369 312)
[29, 40, 52, 56, 60, 62] (0.9039039039039038 301)
[29, 40, 52, 56, 58, 60] (0.9279279279279279 309)
[29, 40, 52, 56, 58, 62] (0.9159159159159159 305)
[7, 29, 36, 40, 52, 60] (0.9099099099099099 303)
[29, 36, 40, 52, 60, 62] (0.9099099099099099 303)
[7, 29, 36, 40, 52, 58] (0.9219219219219219 307)
[29, 34, 36, 40, 52, 58] (0.9099099099099099 303)
[29, 36, 40, 52, 56, 60] (0.9009009009009009 300)
[40, 52, 56, 58, 60, 62] (0.9039039039039038 301)
[36, 40, 52, 58, 60, 62] (0.9099099099099099 303)
[7, 29, 34, 40, 52, 58] (0.9009009009009009 300)
[29, 34, 40, 52, 58, 60] (0.924924924924925 308)
[36, 40, 48, 52, 58, 60] (0.9219219219219219 307)
[29, 36, 40, 52, 58, 60, 62] (0.9099099099099099 303)
[29, 40, 52, 56, 58, 60, 62] (0.9039039039039038 301)
[29, 36, 40, 52, 56, 58, 60] (0.9009009009009009 300)
[7, 29, 36, 40, 52, 58, 60] (0.9099099099099099 303)
[29, 36, 40, 48, 52, 58, 60] (0.9219219219219219 307)
